"","IR"
"TCGA-VQ-A91K-01",-0.0470160797504067
"TCGA-VQ-A91N-01",-0.429910197776676
"TCGA-VQ-A91Q-01",-0.756189982421759
"TCGA-VQ-A91S-01",0.21449670859152
"TCGA-VQ-A91U-01",0.713019620552016
"TCGA-VQ-A91V-01",-1.10795958724306
"TCGA-VQ-A91W-01",-0.243076966274955
"TCGA-VQ-A91X-01",-1.72159858136595
"TCGA-VQ-A91Y-01",0.820664171585128
"TCGA-VQ-A91Z-01",-1.65378077214848
"TCGA-VQ-A922-01",-0.641838529249057
"TCGA-VQ-A923-01",1.44115690117768
"TCGA-VQ-A924-01",0.458847569286986
"TCGA-VQ-A925-01",-0.742675873354179
"TCGA-VQ-A927-01",-0.517569360605624
"TCGA-VQ-A928-01",-0.793802858917732
"TCGA-VQ-A92D-01",-0.824793083807041
"TCGA-VQ-A94O-01",-0.464716634620651
"TCGA-VQ-A94P-01",0.0952724482834594
"TCGA-VQ-A94R-01",-0.10236485935388
"TCGA-VQ-A94T-01",-1.80675969702259
"TCGA-VQ-A94U-01",-1.14922530564731
"TCGA-VQ-AA64-01",-0.617559826146941
"TCGA-VQ-AA68-01",-0.0149798141027138
"TCGA-VQ-AA69-01",0.143732683402743
"TCGA-VQ-AA6A-01",-0.941384290935942
"TCGA-VQ-AA6B-01",-1.32339631641345
"TCGA-VQ-AA6D-01",-0.835593109184115
"TCGA-VQ-AA6F-01",0.230258700586555
"TCGA-VQ-AA6G-01",-0.810303303105134
"TCGA-VQ-AA6I-01",-0.262381890553255
"TCGA-VQ-AA6J-01",0.746890909757857
"TCGA-VQ-AA6K-01",-0.0294390942383514
"TCGA-ZA-A8F6-01",-0.471123455205996
"TCGA-ZQ-A9CR-01",0.25014643811212
